
V-13	animal proteins	animal proteins	amino acids	amino acids	tend to have more sulfur-containing	
V-13	young children	young children	women	women	and pregnant	
V-13	hibiscus	hibiscus	tea	tea		
V-13	cholesterol	cholesterol	liver	liver	intake and hospitalization and death from cirrhosis and	
V-13	fiber	fiber	diet	diet	they were eating, however, the modern african	
V-13	plant proteins	plant proteins	beans	beans	like	
V-13	cdc	cdc	meat	meat	fighting back.food-wise, there was “	
V-13	disease	disease	africa	africa	still remains rare in	
V-13	plant-based diets	plant-based diets	obesity	obesity	seem to offer additional protection for	
V-13	diet	diet	plant foods	plant foods	centered around whole	
V-13	nutrition	nutrition	physicians	physicians	in medical education, the public considers	
V-13	low-carb diets	low-carb diets	animal fat	animal fat	are high in	
V-13	anti-inflammatory	anti-inflammatory	rheumatoid arthritis	rheumatoid arthritis	diet, it could help; like with	
V-13	animal protein	animal protein	igf-1	igf-1	increases	
V-13	diabetes	diabetes	diet	diet	with a plant-based	
V-13	vegetarian	vegetarian	animal products	animal products	diet, yet containing enough	
V-13	medicine	medicine	smoking	smoking	is saying that	
V-13	meat	meat	hormones	hormones	production are by far the most potent	
V-13	diabetes	diabetes	heme iron	heme iron	—only the	
V-13	risk	risk	blood pressure	blood pressure	of high	
V-13	anti-inflammatory	anti-inflammatory	split peas	split peas	plant foods—whole grains, vegetables, fruits, beans,	
V-13	animal products	animal products	processed foods	processed foods	and	
V-13	meat	meat	tobacco	tobacco	is the new	
V-13	cancer	cancer	disease	disease	has been described as a ferrotoxic	
V-13	risk	risk	women	women	of early puberty to endometrial cancer in older	
V-13	gut	gut	risk	risk	bacteria into a toxin that increases the	
V-13	dairy	dairy	health	health	could be as harmful to	
V-13	meat	meat	fat	fat	and animal	
V-13	cancer	cancer	surgery	surgery	without chemo,	
V-13	risk	risk	diabetes	diabetes	of dying from	
V-13	des	des	pregnant women	pregnant women	is another synthetic estrogen marketed to	
V-13	protein	protein	igf-1	igf-1	increases	
V-13	women	women	risk	risk	can cut their breast cancer	
V-13	plant-based	plant-based	fruit	fruit	diet of mostly rice and	
V-13	prostate	prostate	plant-based diet	plant-based diet	cancer without chemo, surgery, or radiation; just a	
V-13	physicians	physicians	medicine	medicine	committee for responsible	
V-13	blue-green algae	blue-green algae	oceans	oceans	in our rivers, lakes, and	
V-13	apples	apples	tobacco	tobacco	do connote goodness and freshness”, reads one internal	
V-13	hibiscus tea	hibiscus tea	blood pressure	blood pressure	with each meal significantly lowers	
V-13	meat	meat	animal fat	animal fat	and	
V-13	growth promoters	growth promoters	meat	meat	in	
V-13	bacteria	bacteria	stroke	stroke	into a toxin that increases the risk of	
V-13	eggs	eggs	cholesterol	cholesterol	are also the #1 source of	
V-13	pregnant women	pregnant women	cancer	cancer	—until 1971 when it was shown to cause	
V-13	death	death	liver	liver	from cirrhosis and	
V-13	tobacco	tobacco	smoking	smoking		
V-13	egg-free	egg-free	vegetarian	vegetarian		
V-13	fish	fish	wisconsin	wisconsin	in	
V-13	gas	gas	produce	produce	that, over and above its objectionable odor, can	
V-13	cirrhosis	cirrhosis	cancer	cancer	and liver	
V-13	egg	egg	diet	diet	whites, and dairy proteins from our	
V-13	gut bacteria	gut bacteria	stroke	stroke	into a toxin that increases the risk of	
V-13	doctors	doctors	meat	meat	prescribe…	
V-13	stroke	stroke	blood	blood	and high	
V-13	plant-based diet	plant-based diet	animal protein	animal protein	and other healthy lifestyle changes.the link between	
V-13	enzymes	enzymes	milk	milk	needed to detoxify the galactose found in	
V-13	meat	meat	risk	risk	may have triple the	
V-13	arteries	arteries	pus	pus	and help form inflamed pockets of	
V-13	blood	blood	iron	iron	and muscle	
V-13	fat	fat	protein	protein	as well as animal	
V-13	heart disease	heart disease	heme iron	heme iron	—only the	
V-13	health	health	meat	meat	defense,” or “nourishing bacon,” or “doctors prescribe…	
V-13	drugs	drugs	risk	risk	if necessary) can reduce the	
V-13	meat	meat	health	health	…for	
V-13	anti-inflammatory	anti-inflammatory	fruits	fruits	plant foods—whole grains, vegetables,	
V-13	tumor necrosis factor	tumor necrosis factor	protein	protein	and c-reactive	
V-13	rheumatoid arthritis	rheumatoid arthritis	antibodies	antibodies	have striking elevations in	
V-13	plant-based	plant-based	rice	rice	diet of mostly	
V-13	diet	diet	cancer	cancer	from other lifestyle behaviors—like smoking and drinking—on overall	
V-13	meat	meat	diabetes	diabetes	consumption associated with higher risk for	
V-13	protein	protein	low-carb diets	low-carb diets	and igf-1 may help explain why those eating	
V-13	iron	iron	blood	blood	is the form of iron found in	
V-13	fiber	fiber	animal fat	animal fat	anymore, but they continue to minimize meat and	
V-13	meat	meat	fish	fish	daily, to less than daily, to just	
V-13	risk	risk	death	death	factors ever published, the #1 cause of	
V-13	endometrial cancer	endometrial cancer	women	women	in older	
V-13	africa	africa	china	china	and	
V-13	igf-1	igf-1	protein	protein	levels in those eating excess	
V-13	plant-based diet	plant-based diet	weight loss	weight loss	had benefits independent of all the	
V-13	methionine	methionine	fish	fish	(which is found most concentrated in	
V-13	ama	ama	surgeon general	surgeon general	actually went on record withholding endorsement of the	
V-13	europe	europe	agriculture	agriculture	banned the use of anabolic growth promoters in	
V-13	cancer	cancer	mortality	mortality		
V-13	puberty	puberty	endometrial cancer	endometrial cancer	to	
V-13	diabetes	diabetes	plant-based diet	plant-based diet	with a	
V-13	bmaa	bmaa	brains	brains	neurotoxin in the	
V-13	food industry	food industry	blood	blood	came up with a	
V-13	western diet	western diet	oxidative stress	oxidative stress	contributes to low-grade systemic inflammation,	
V-13	predimed	predimed	mediterranean diet	mediterranean diet	study found that a	
V-13	cancer	cancer	african	african	is extremely rare in native	
V-13	als	als	fish	fish	clusters around lakes in new hampshire, or	
V-13	risk	risk	cholesterol	cholesterol	of fatal heart attack, by pulling	
V-13	treatment	treatment	diet	diet	of type 2 diabetes with a plant-based	
V-13	lead	lead	inflammation	inflammation	to chronic	
V-13	risk	risk	meat	meat	are the levels of	
V-13	mortality	mortality	smoking	smoking	risk factor comparable to	
V-13	carcinogens	carcinogens	meat	meat	are also found in fresh, unprocessed	
V-13	fats	fats	iron	iron	or free radicals from the	
V-13	disease	disease	diabetes	diabetes	—only the heme iron, and same with	
V-13	blood pressure	blood pressure	blood	blood	under 120 over 80 appear to benefit from	
V-13	american medical association	american medical association	plant-based diets	plant-based diets	journal of ethics,	
V-13	prostate cancer	prostate cancer	radiation	radiation	without chemo, surgery, or	
V-13	plant-based diet	plant-based diet	protein	protein	and other healthy lifestyle changes.the link between animal	
V-13	cholesterol	cholesterol	drugs	drugs	levels with diet (and	
V-13	plant-based diets	plant-based diets	rheumatoid arthritis	rheumatoid arthritis	for	
V-13	vegan	vegan	twins	twins	women have five times fewer	
V-13	risk	risk	high blood pressure	high blood pressure	factor in the world is	
V-13	disease	disease	mortality	mortality	and cancer	
V-13	amino acids	amino acids	fish	fish	like methionine (which is found most concentrated in	
V-13	protein	protein	cancer	cancer	increases igf-1 levels, which increases	
V-13	meta-analysis	meta-analysis	vegetarian	vegetarian	showed that	
V-13	environment	environment	plant-based	plant-based	to support whole grains, vegetables, fruit, and	
V-13	women	women	twins	twins	have five times fewer	
V-13	health	health	meat	meat	consequences of high consumption of pro-inflammatory foods—	
V-13	colon	colon	cancer	cancer	that increase	
V-13	teenagers	teenagers	acne	acne	’	
V-13	meat	meat	rheumatoid arthritis	rheumatoid arthritis	do seem to have higher rates of	
V-13	plant-based diet	plant-based diet	rice	rice	of mostly	
V-13	american medical association	american medical association	plant-based	plant-based	journal of ethics,	
V-13	fish	fish	chicken	chicken	and	
V-13	cows	cows	pregnant	pregnant	while they’re	
V-13	mediterranean diet	mediterranean diet	stroke	stroke	with nuts could cut	
V-13	steroids	steroids	drugs	drugs	and other	
V-13	lung cancer	lung cancer	smoking	smoking	and	
V-13	stroke	stroke	high blood pressure	high blood pressure	and	
V-13	cancer	cancer	vegetarians	vegetarians	than the baptists, and within adventist populations, the	
V-13	plant-based diets	plant-based diets	arthritis	arthritis	for rheumatoid	
V-13	dairy	dairy	blood	blood	the lactovegetarians ate, the higher their	
V-13	eggs	eggs	choline	choline	are the #1 source of	
V-13	milk	milk	brains	brains	and in the	
V-13	liver	liver	cancer	cancer	can trigger inflammation, and result in liver	
V-13	risk	risk	cholesterol	cholesterol	of crystallizing these	
V-13	liver	liver	inflammation	inflammation	can trigger	
V-13	diet	diet	fruit	fruit	of mostly rice and	
V-13	risk	risk	cancer	cancer	of dying from	
V-13	poultry	poultry	veal	veal	or	
V-13	vegan	vegan	women	women		
V-13	enzymes	enzymes	galactose	galactose	needed to detoxify the	
V-13	fats	fats	free radicals	free radicals	or	
V-13	risk	risk	stroke	stroke	factor for	
V-13	blood	blood	diet	diet	pressure-lowering benefits of a vegetarian	
V-13	hibiscus	hibiscus	blood	blood	tea with each meal significantly lowers	
V-13	plant-based	plant-based	western diet	western diet	foods (in other words, the	
V-13	prostate cancer	prostate cancer	diet	diet	without chemo, surgery, or radiation; just a plant-based	
V-13	meat	meat	tumors	tumors	someone is eating by looking at their	
V-13	vegetarians	vegetarians	plants	plants	did even better, and those eating the most	
V-13	meat	meat	dairy	dairy	and	
V-13	greens	greens	beans	beans	we should eat, how many	
V-13	hydrogen sulfide	hydrogen sulfide	gas	gas	is the rotten egg	
V-13	algae	algae	oceans	oceans	in our rivers, lakes, and	
V-13	children	children	women	women	and pregnant	
V-13	meta-analysis	meta-analysis	plant-based	plant-based	showed that vegetarian diets were good, but strictly	
V-13	colon disease	colon disease	africa	africa	still remains rare in	
V-13	environment	environment	vegetables	vegetables	to support whole grains,	
V-13	des	des	united states	united states	in the meat supply, the	
V-13	mediterranean diet	mediterranean diet	risk	risk	with nuts could cut stroke	
V-13	eggs	eggs	dairy	dairy	and	
V-13	health	health	doctors	doctors	defense,” or “nourishing bacon,” or “	
V-13	colon	colon	animal fat	animal fat	cancer risk are the levels of meat and	
V-13	lead	lead	dairy	dairy	to major changes in the metabolism.look,	
V-13	cancer	cancer	free radicals	free radicals	risk, presumably by acting as a pro-oxidant, generating	
V-13	cholesterol	cholesterol	liver	liver	crystals, triggering the progression of fatty	
V-13	diet	diet	health	health	for	
V-13	diet	diet	nuts	nuts	with	
V-13	tumor necrosis factor	tumor necrosis factor	c-reactive protein	c-reactive protein	and	
V-13	risk	risk	endometrial cancer	endometrial cancer	of early puberty to	
V-13	des	des	meat	meat	in the	
V-13	smoking	smoking	cheese	cheese	if my	
V-13	cholesterol	cholesterol	risk	risk	out of the artery walls, decreasing the	
V-13	cancer	cancer	diet	diet	than someone with a low-protein	
V-13	igf-1	igf-1	cancer	cancer	levels, which increases	
V-13	alcohol	alcohol	tobacco	tobacco	and	
V-13	treatment	treatment	diabetes	diabetes	of type 2	
V-13	american heart association	american heart association	diet	diet	recommend a strict vegetarian	
V-13	prostate cancer	prostate cancer	chemo	chemo	without	
V-13	americans	americans	cancer	cancer	get more colon	
V-13	americans	americans	blood pressure	blood pressure	dead every year.high	
V-13	farm animals	farm animals	weight gain	weight gain	to accelerate their	
V-13	vegetarian	vegetarian	disease	disease	diets in general confer protection against cardiovascular	
V-13	cooking	cooking	disease	disease	with oil, or tripling your risk of heart	
V-13	vegan	vegan	diet	diet		
V-13	animal protein	animal protein	risk	risk	didn’t have just four times more	
V-13	animal fat	animal fat	protein	protein	as well as animal	
V-13	agriculture	agriculture	meat	meat	and has banned the importation of american	
V-13	diet	diet	animal protein	animal protein	and other healthy lifestyle changes.the link between	
V-13	colon cancer	colon cancer	risk	risk		
V-13	predimed	predimed	nuts	nuts	study found that a mediterranean diet with	
V-13	tumor	tumor	protein	protein	necrosis factor and c-reactive	
V-13	hormones	hormones	milk	milk	naturally found in even organic cow’s	
V-13	stroke	stroke	blood pressure	blood pressure	and high	
V-13	blood	blood	high blood pressure	high blood pressure	pressure, which go together, since	
V-13	seafood	seafood	france	france	eaters in	
V-13	plant-based	plant-based	arthritis	arthritis	diets for rheumatoid	
V-13	dairy	dairy	diet	diet	proteins from our	
V-13	cholesterol	cholesterol	plaque	plaque	crystals protruding out from the	
V-13	oxidative stress	oxidative stress	inflammation	inflammation	and	
V-13	cancer	cancer	smoking	smoking	and diabetes.so, instead of going along with america’s	
V-13	colon	colon	meat	meat	cancer risk are the levels of	
V-13	endurance	endurance	exercise	exercise		
V-13	heart disease	heart disease	diet	diet	can be reversed with a plant-based	
V-13	plant-based	plant-based	diet	diet		
V-13	doctors	doctors	soda	soda	prescribe… meat”, or	
V-13	dairy	dairy	hormones	hormones	products are an important source of	
V-13	women	women	animal products	animal products	avoiding all	
V-13	cancer	cancer	animal fat	animal fat	risk are the levels of meat and	
V-13	heme iron	heme iron	chicken	chicken	—about two-thirds more than	
V-13	meat	meat	free radicals	free radicals	fats or	
V-13	ama	ama	tobacco	tobacco	may have been sucking up to the	
V-13	physicians committee for responsible medicine	physicians committee for responsible medicine	tobacco	tobacco	’s “meat is the new	
V-13	cholesterol	cholesterol	arteries	arteries	doesn’t just infiltrate our	
V-13	animal protein	animal protein	cancer	cancer	increases igf-1 levels, which increases	
V-13	cooking	cooking	heart disease	heart disease	with oil, or tripling your risk of	
V-13	beans	beans	exercise	exercise	we should eat, how much sleep, how much	
V-13	iron	iron	protein	protein	and the	
V-13	disease	disease	iron	iron	: a disease, in part, of	
V-13	galactose	galactose	milk	milk	found in	
V-13	risk	risk	lung cancer	lung cancer	of	
V-13	animal protein	animal protein	igf-1	igf-1	and	
V-13	blood	blood	dash diet	dash diet	pressures go up.so, when the	
V-13	diet	diet	fiber	fiber	is highly processed, low in	
V-13	disease	disease	iron	iron	—only the heme	
V-13	cholesterol	cholesterol	death	death	intake and hospitalization and	
V-13	kids	kids	cigarettes	cigarettes	were giving you	
V-13	health	health	bacon	bacon	defense,” or “nourishing	
V-13	diet	diet	dr. ornish	dr. ornish	that promoted strokes and heart attacks.that’s what	
V-13	risk	risk	high blood pressure	high blood pressure	of	
V-13	blood	blood	diet	diet	pressures went; but they had to make the	
V-13	galactose	galactose	blood	blood	in their	
V-13	plant-based	plant-based	diet	diet	sources of protein.taking the	
V-13	health	health	dairy	dairy	consequences of high consumption of pro-inflammatory foods—meat,	
V-13	plant foods	plant foods	grains	grains	—whole	
V-13	heart disease	heart disease	cancer	cancer	and	
V-13	cancer	cancer	united states	united states	tops the list.the #1 cancer killer in the	
V-13	smoking	smoking	ham	ham	if my cheese and	
V-13	cancer	cancer	protein	protein	than someone with a low-	
V-13	meat	meat	fats	fats		
V-13	disease	disease	death	death	reversal.but you don’t have to be facing certain	
V-13	milk	milk	women	women	-drinking	
V-13	risk	risk	death	death	of	
V-13	plant-based diet	plant-based diet	fruit	fruit	of mostly rice and	
V-13	smoking	smoking	american medical association	american medical association	may on balance be beneficial, when the	
V-13	vision	vision	diabetes	diabetes	loss, which go together, since	
V-13	cancer	cancer	women	women	in older	
V-13	physicians	physicians	cigarettes	cigarettes	themselves smoked	
V-13	protein	protein	cancer	cancer	that is most responsible for the increased	
V-13	western diet	western diet	inflammation	inflammation	contributes to low-grade systemic	
V-13	diet	diet	rice	rice	of mostly	
V-13	arteries	arteries	atherosclerosis	atherosclerosis	of people who had severe	
V-13	side effects	side effects	blood	blood	including	
V-13	diet	diet	vegetarian	vegetarian	acceptable.a recent meta-analysis showed that	
V-13	risk	risk	fat	fat	are the levels of meat and animal	
V-13	elderly	elderly	cataracts	cataracts	—	
V-13	beef	beef	dairy	dairy	and	
V-13	cholesterol	cholesterol	cirrhosis	cirrhosis	intake and hospitalization and death from	
V-13	liver	liver	liver cancer	liver cancer	can trigger inflammation, and result in	
V-13	western diet	western diet	stress	stress	contributes to low-grade systemic inflammation, oxidative	
V-13	tumor	tumor	c-reactive protein	c-reactive protein	necrosis factor and	
V-13	physicians	physicians	meat	meat	committee for responsible medicine’s “	
V-13	young children	young children	pregnant women	pregnant women	and	
V-13	meat	meat	colon	colon	can actually end up putrefying in our	
V-13	risk	risk	blood pressure	blood pressure	factor in the world is high	
V-13	cancer	cancer	chemo	chemo	without	
V-13	cancer	cancer	diabetes	diabetes	or	
V-13	milk	milk	galactose	galactose	’s worth of	
V-13	treatment	treatment	plant-based	plant-based	of type 2 diabetes with a	
V-13	meat industry	meat industry	meat	meat	to downplay the risks of	
V-13	fiber	fiber	meat	meat	anymore, but they continue to minimize	
V-13	cigarettes	cigarettes	lung cancer	lung cancer	and	
V-13	cigarettes	cigarettes	meat	meat	and	
V-13	anti-inflammatory	anti-inflammatory	vegetables	vegetables	plant foods—whole grains,	
V-13	colon	colon	meat	meat	is called putrefaction; so, a little	
V-13	blood	blood	blood pressure	blood pressure	pressure, the no-benefit-from-reducing-it-further	
V-13	african	african	fiber	fiber	diet is highly processed, low in	
V-13	hormones	hormones	organic	organic	naturally found in even	
V-13	lifespan	lifespan	cancer	cancer	and lowering heart disease and	
V-13	milk	milk	cancer	cancer	consumption increases igf-1, which is linked to	
V-13	plant foods	plant foods	split peas	split peas	—whole grains, vegetables, fruits, beans,	
V-13	heart attacks	heart attacks	cholesterol	cholesterol	had perforating	
V-13	african americans	african americans	colon cancer	colon cancer	get more	
V-13	diet	diet	heart attack	heart attack	that may help prevent the other dreaded diseases—cancer,	
V-13	meat	meat	bacon	bacon	…for health defense,” or “nourishing	
V-13	milk	milk	risk	risk	does not protect against hip fracture	
V-13	exercise	exercise	fruits	fruits	or things like more	
V-13	whole foods	whole foods	diet	diet	plant-based	
V-13	beef	beef	plant foods	plant foods	and dairy, and much less in	
V-13	vegetarians	vegetarians	meat	meat	and give them	
V-13	plant-based	plant-based	diet	diet	foods (in other words, the western	
V-13	disease	disease	cancer	cancer	and	
V-13	kidney	kidney	amputations	amputations	failure, and moderate	
V-13	cancer	cancer	smoking	smoking	killer, by just not	
V-13	treatment	treatment	insulin	insulin	—at least three	
V-13	plant foods	plant foods	fruits	fruits	—whole grains, vegetables,	
V-13	babies	babies	enzymes	enzymes	are born without the	
V-13	hormones	hormones	dairy	dairy	.although	
V-13	pregnant	pregnant	women	women		
V-13	diet	diet	protein	protein	rich in animal	
V-13	meat	meat	dairy	dairy	products, including	
V-13	cigarettes	cigarettes	carcinogens	carcinogens	and meat because the	
V-13	cirrhosis	cirrhosis	liver cancer	liver cancer	and	
V-13	cancer	cancer	milk	milk	for each daily glass of	
V-13	milk	milk	igf-1	igf-1	consumption increases	
V-13	dairy	dairy	milk	milk		
V-13	diet	diet	stroke	stroke	with nuts could cut	
V-13	plant-based	plant-based	diabetes	diabetes	diet beat out the conventional american	
V-13	breast cancer	breast cancer	risk	risk		
V-13	bmaa	bmaa	neurotoxins	neurotoxins	in the human diet.there are	
V-13	prostate	prostate	cancer	cancer		
V-13	plaque	plaque	cholesterol	cholesterol	open.here’s a	
V-13	risk	risk	heart attack	heart attack	of fatal	
V-13	diet	diet	dash diet	dash diet	.the	
V-13	plant-based diet	plant-based diet	diet	diet	beat out the conventional american diabetes association	
V-13	free radicals	free radicals	iron	iron	from the	
V-13	diet	diet	diabetes	diabetes	.a plant-based diet beat out the conventional american	
V-13	chemicals	chemicals	national confectioners association	national confectioners association	are the same hired by the	
V-13	bacteria	bacteria	risk	risk	into a toxin that increases the	
V-13	plant-based	plant-based	animal protein	animal protein	diet and other healthy lifestyle changes.the link between	
V-13	meat	meat	animal foods	animal foods	: protein and iron, but, sourced from	
V-13	dogs	dogs	sugar	sugar	to keep trim, and lots of	
V-13	organic	organic	milk	milk	cow’s	
V-13	risk	risk	cancer	cancer	out the window.colorectal	
V-13	diabetes	diabetes	insulin	insulin	treatment—at least three	
V-13	nutrition	nutrition	medical education	medical education	in	
V-13	china	china	health	health	study is a prime example, showing the serious	
V-13	gut bacteria	gut bacteria	risk	risk	into a toxin that increases the	
V-13	egg-free	egg-free	diet	diet	vegetarian	
V-13	cancer	cancer	plant-based diet	plant-based diet	without chemo, surgery, or radiation; just a	
V-13	puberty	puberty	cancer	cancer	to endometrial	
V-13	risk	risk	disease	disease	factors for alzheimer’s	
V-13	rice	rice	fruit	fruit	and	
V-13	beans	beans	sleep	sleep	we should eat, how much	
V-13	fruits	fruits	vegetables	vegetables	and	
V-13	produce	produce	cancer	cancer	changes in the colon that increase	
V-13	eggs	eggs	animal products	animal products	and other	
V-13	meats	meats	diabetes	diabetes	and the subsequent development of type 2	
V-13	amino acids	amino acids	methionine	methionine	like	
V-13	americans	americans	blood	blood	dead every year.high	
V-13	meat	meat	chicken	chicken	as well: beef,	
V-13	hydrogen sulfide	hydrogen sulfide	colon	colon	in our	
V-13	diet	diet	smoking	smoking	from other lifestyle behaviors—like	
V-13	nutrition	nutrition	diet	diet	class or cleans up their own	
V-13	lung cancer	lung cancer	cancer	cancer	development, they asked lung	
V-13	colon cancer	colon cancer	fat	fat	risk are the levels of meat and animal	
V-13	methionine	methionine	chicken	chicken	(which is found most concentrated in fish and	
V-13	animal proteins	animal proteins	methionine	methionine	tend to have more sulfur-containing amino acids like	
V-13	smoking	smoking	doctors	doctors		
V-13	cholesterol	cholesterol	plaque	plaque	crystals may actually pop the	
V-13	diet	diet	animal protein	animal protein	rich in	
V-13	rheumatoid arthritis	rheumatoid arthritis	fish	fish	have striking elevations in antibodies to foods like	
V-13	women	women	milk	milk	followed for up to 20 years, and	
V-13	meat	meat	meat industry	meat industry	.in the absence of effective federal regulation, the	
V-13	disease	disease	plant-based	plant-based	can be reversed with a	
V-13	red wine	red wine	alcohol	alcohol	may help, but only if the	
V-13	risk	risk	stroke	stroke	of	
V-13	plant-based	plant-based	american diabetes association	american diabetes association	diet beat out the conventional	
V-13	estrogen	estrogen	women	women	marketed to pregnant	
V-13	treatment	treatment	plant-based diet	plant-based diet	of type 2 diabetes with a	
V-13	plant-based diet	plant-based diet	diabetes	diabetes	beat out the conventional american	
V-13	heart disease	heart disease	iron	iron	—only the heme	
V-13	dairy	dairy	prostate	prostate	products and human illnesses, such as teenagers’ acne;	
V-13	blood	blood	diabetes	diabetes	pressure,	
V-13	blood	blood	americans	americans	pressure affects nearly 78 million	
V-13	vegetarian	vegetarian	diet	diet	researchers come forward and list their	
V-13	animal protein	animal protein	risk	risk	increases igf-1 levels, which increases cancer	
V-13	stroke	stroke	risk	risk		
V-13	smoking	smoking	cancer	cancer	is responsible for 90% of lung	
V-13	raisins	raisins	blood pressure	blood pressure	can reduce	
V-13	antibodies	antibodies	egg	egg	to foods like fish, pork,	
V-13	lung cancer	lung cancer	smoking	smoking	and died.even the paleo folks were	
V-13	cigarettes	cigarettes	doctors	doctors	to	
V-13	anti-inflammatory	anti-inflammatory	plant foods	plant foods		
V-13	lifespan	lifespan	mortality	mortality	and lowering heart disease and cancer	
V-13	cancer	cancer	radiation	radiation	without chemo, surgery, or	
V-13	lead	lead	milk	milk	to major changes in the metabolism.look, dairy	
V-13	mediterranean diet	mediterranean diet	nuts	nuts	with	
V-13	risk	risk	cancer	cancer	of early puberty to endometrial	
V-13	meat	meat	iron	iron	fats or free radicals from the	
V-13	heart disease	heart disease	mortality	mortality		
V-13	gut	gut	bacteria	bacteria		
V-13	colon cancer	colon cancer	african	african	is extremely rare in native	
V-13	death	death	liver cancer	liver cancer	from cirrhosis and	
V-13	diet	diet	meat	meat	is so low in	
V-13	protein	protein	risk	risk	increases igf-1 levels, which increases cancer	
V-13	produce	produce	risk	risk	changes in the colon that increase cancer	
V-13	teenagers	teenagers	prostate	prostate	’ acne;	
V-13	national confectioners association	national confectioners association	candy	candy	to downplay the risks of	
V-13	diet	diet	kidney	kidney	can leave one with moderate blindness, moderate	
V-13	diet	diet	kidney failure	kidney failure	can leave one with moderate blindness, moderate	
